a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
6.902078587e+06,1.051800000e-02,1.725690807e+00,6.649477557e-01,2.305073796e+00,3.995973210e+00
7.154293424e+06,3.288300000e-03,1.730103000e+00,2.500358686e-01,3.725064949e+00,5.265026544e+00
7.153035281e+06,6.540670000e-03,1.727258113e+00,3.830233254e+00,5.493036358e+00,7.829407398e-01
7.247653248e+06,9.111720000e-03,1.724371338e+00,5.851268677e-01,4.142120101e+00,2.127723910e+00
7.169161422e+06,2.268434000e-02,1.727779966e+00,6.008203448e+00,3.912900774e+00,2.340380062e+00
7.208434330e+06,5.104500000e-03,1.720947002e+00,1.538882981e+00,1.450258653e+00,5.895650655e+00
7.210951893e+06,4.420700000e-03,1.720219200e+00,5.591074992e-01,3.835741513e+00,2.443836199e+00
7.212159670e+06,1.711600000e-03,1.721919151e+00,9.027506116e-01,4.303130215e+00,1.978966007e+00
7.218820600e+06,8.979800000e-03,1.732422542e+00,3.171511088e+00,5.260965163e+00,1.008981822e+00
7.126992774e+06,3.831110000e-03,1.722065758e+00,2.538457479e+00,9.780126996e-02,6.188194017e+00
7.110756981e+06,9.813650000e-03,1.723378246e+00,5.513765633e+00,2.740826660e+00,6.216415991e+00
7.205185086e+06,5.633660000e-03,1.721369372e+00,5.877954761e-01,1.809801715e+00,5.569078608e+00
7.238156725e+06,3.513800000e-03,1.723645281e+00,9.656226073e-01,1.696601405e+00,4.595602019e+00
7.255656445e+06,7.785600000e-03,1.723660989e+00,1.553720025e+00,8.205002253e-01,5.476052559e+00
7.179091595e+06,3.191700000e-03,1.734497739e+00,9.429036564e-01,4.033675813e+00,2.246594794e+00
7.153747907e+06,1.445030000e-02,1.738803466e+00,3.355742807e+00,2.711864666e+00,3.585581726e+00
7.060292809e+06,5.093200000e-03,1.724990930e+00,5.942408025e+00,7.780119300e-01,5.514386970e+00
7.341222212e+06,1.701690000e-02,1.758476817e+00,5.529628931e+00,3.121556274e-01,5.983315052e+00
7.145402793e+06,1.979108000e-02,1.718948600e+00,2.366462262e+00,3.380852859e+00,2.894942724e+00
7.251632333e+06,1.100998000e-02,1.728895232e+00,2.078617326e+00,2.131120321e+00,4.700564375e+00
7.317008836e+06,4.347180000e-02,1.718543684e+00,3.038059722e-01,3.588524351e+00,3.155490710e+00
7.123105636e+06,1.333170000e-02,1.726964898e+00,2.599631269e+00,3.685583856e+00,3.119159937e+00
7.319264574e+06,1.988010000e-02,1.718070700e+00,1.174681636e+00,1.482154545e+00,4.842597524e+00
7.224985841e+06,2.412880000e-02,1.730715610e+00,5.199166545e+00,5.798261282e+00,4.647689625e-01
7.246172638e+06,4.702600000e-03,1.724613939e+00,7.957968351e-01,6.262209940e+00,2.665730378e+00
7.055439794e+06,2.734200000e-03,1.728619470e+00,4.035866201e+00,5.552318211e+00,3.375782678e+00
7.119018369e+06,1.105170000e-02,1.725174190e+00,3.908354191e+00,1.216936057e+00,5.607783029e+00
7.175987210e+06,1.016228000e-02,1.721891225e+00,2.091878338e+00,7.667964442e-01,6.079761947e+00
7.236441331e+06,8.141010000e-03,1.720086555e+00,6.268252270e+00,2.227305416e+00,4.070884487e+00
7.166163809e+06,6.219400000e-03,1.739150786e+00,6.200268205e+00,5.067879388e+00,1.205715335e+00
7.133866905e+06,1.336922000e-02,1.728574091e+00,1.912182728e+00,8.542845636e-01,5.450977413e+00
7.033874500e+06,4.032800000e-03,1.724235203e+00,4.160177277e+00,5.760651182e+00,5.206125172e-01
7.132970587e+06,1.368240000e-02,1.702621045e+00,5.389550550e+00,1.821675189e+00,8.045322080e-01
7.238447250e+06,3.557620000e-03,1.723776181e+00,9.170623115e-01,1.735703761e+00,8.984431390e-01
7.193256009e+06,3.637850000e-03,1.720768979e+00,6.364325664e-01,6.147000756e+00,1.372457111e-01
7.242903167e+06,9.232900000e-03,1.718630950e+00,1.720093536e+00,4.533761513e+00,1.733277754e+00
7.304828364e+06,3.212040000e-02,1.720629352e+00,3.628319603e+00,6.225449816e+00,5.253231609e-01
7.068891814e+06,3.238000000e-03,1.722081466e+00,2.994695272e+00,2.751546472e+00,3.536208107e+00
7.128288073e+06,6.266360000e-03,1.728682302e+00,5.583570077e-01,5.403439880e+00,3.557522068e+00
7.193614332e+06,1.444190000e-03,1.722299633e+00,1.867818204e+00,3.583719460e+00,3.221252971e+00
7.183338580e+06,2.823820000e-03,1.723236874e+00,2.110708695e+00,3.327105445e+00,3.478739651e+00
7.259850510e+06,1.324221000e-02,1.719803812e+00,5.287082270e+00,4.409750633e+00,1.850129292e+00
7.181911562e+06,9.544600000e-03,1.717566300e+00,5.582845765e+00,3.071976706e+00,5.487063841e+00
7.092092303e+06,1.481060000e-02,1.728622960e+00,4.136824772e+00,5.611200384e+00,6.557533612e-01
6.936325545e+06,3.923900000e-03,1.725790291e+00,4.890908238e+00,1.616174887e-01,3.704566057e-01
7.124018112e+06,1.286380000e-03,1.725374903e+00,2.498119429e+00,8.291902197e-01,5.457963966e+00
7.286605169e+06,1.367910000e-02,1.726463988e+00,1.098887222e+00,5.635144556e+00,1.722613792e+00
7.144751241e+06,3.979690000e-03,1.723336358e+00,2.491747232e+00,2.533802686e+00,3.756018363e+00
7.000448602e+06,9.027490000e-03,1.733253319e+00,5.117835947e+00,1.890905420e+00,4.411571012e+00
7.156105490e+06,7.970260000e-03,1.719548994e+00,2.469817170e+00,2.874101747e+00,3.415412124e+00
7.105346875e+06,1.890390000e-02,1.731483555e+00,2.815390616e+00,4.413815505e+00,1.835180547e+00
7.031609667e+06,5.508250000e-03,1.726689136e+00,6.098046016e+00,4.583697128e+00,1.690662049e+00
7.189574506e+06,2.308890000e-02,1.727608924e+00,1.516914522e+00,3.298537896e+00,2.979427131e+00
7.176231054e+06,5.877990000e-03,1.719142332e+00,1.172896164e+00,6.237619996e+00,4.707851124e-02
7.157142835e+06,1.454590000e-02,1.719960891e+00,1.811587186e+00,1.633163922e+00,4.681145841e+00
7.224751370e+06,3.090090000e-03,1.723580704e+00,1.739616789e+00,1.627938407e-01,3.487010766e-01
7.219460462e+06,3.894600000e-03,1.722013399e+00,6.710424455e-01,5.225075957e+00,1.053374271e+00
7.232224601e+06,2.166150000e-02,1.720575247e+00,6.727022536e-01,3.860874254e+00,2.395511522e+00
7.126924847e+06,6.870530000e-03,1.720442602e+00,2.797357875e+00,1.787482444e+00,4.511217095e+00
7.119937826e+06,9.220480000e-03,1.713511900e+00,5.646922038e+00,4.830792117e+00,1.436173846e+00
7.226875336e+06,3.218780000e-03,1.722407843e+00,1.288658617e+00,1.094618147e-01,2.625132275e+00
7.145712938e+06,2.114790000e-02,1.729403123e+00,6.555177418e-01,3.621083468e+00,2.644433871e+00
7.228730343e+06,4.420200000e-03,1.724097322e+00,1.828818822e+00,6.668711086e-01,4.364405234e-01
7.208257618e+06,3.001166000e-02,1.729483408e+00,5.892385144e+00,2.436748416e+00,3.888120589e+00
7.114130290e+06,1.661250000e-02,1.713403689e+00,5.511575245e-01,2.311444248e-01,6.061594815e+00
7.217716849e+06,1.461148000e-02,1.710010769e+00,5.095848289e+00,2.720720467e+00,3.576617715e+00
7.168610854e+06,6.601350000e-03,1.719826501e+00,1.550210168e+00,2.907509094e+00,3.903069334e+00
7.234214770e+06,6.731200000e-03,1.730314184e+00,1.858576686e+00,7.062125752e-02,6.215531109e+00
7.140718100e+06,2.083248000e-02,1.726738005e+00,5.377827174e+00,4.563590935e+00,1.680376824e+00
7.194615737e+06,4.903700000e-03,1.725931663e+00,2.327050982e+00,5.639799349e+00,6.395636871e-01
7.261584082e+06,1.092420000e-02,1.726027656e+00,7.686779092e-01,3.405085011e+00,2.874429869e+00
7.304035224e+06,3.429217000e-02,1.716363768e+00,4.589186188e+00,3.521009780e-01,5.956115841e+00
7.149950940e+06,9.054600000e-03,1.717145675e+00,1.067467805e+00,1.150170232e+00,5.395105933e+00
7.213798305e+06,1.210010000e-02,1.789084656e+00,6.765594312e-01,6.888884371e-01,1.964907380e+00
7.086580300e+06,7.451800000e-03,1.776890041e+00,4.366098203e-01,5.569473052e+00,7.060485143e-01
7.485400870e+06,4.433586000e-02,1.792831878e+00,4.621481761e+00,2.838420236e+00,3.474170379e+00
7.278541649e+06,1.185715000e-02,1.787494661e+00,4.316239383e+00,2.503699247e+00,1.347917781e-01
7.211094681e+06,5.244100000e-03,1.733173034e+00,5.658919431e+00,1.385025227e+00,4.910506540e+00
7.022535060e+06,5.848560000e-03,1.725425517e+00,4.040943364e+00,2.545725030e+00,3.746169470e+00
7.295635633e+06,1.193057000e-02,1.747816346e+00,1.686808362e-01,6.125831658e+00,1.556327547e-01
7.170714086e+06,2.680200000e-03,1.729911013e+00,5.166928568e+00,5.781654475e+00,5.010107244e-01
7.138809534e+06,1.684310000e-02,1.717023502e+00,6.153996036e-01,2.491303918e+00,5.017873959e+00
7.351154215e+06,2.190840000e-02,1.718983507e+00,3.787399383e-01,5.472122077e+00,7.816230162e-01
7.193939898e+06,5.059280000e-03,1.747083308e+00,4.637542281e+00,1.007540180e+00,5.286223568e+00
7.095560114e+06,1.155725000e-02,1.713660253e+00,1.546440257e+00,3.797468188e+00,2.978626025e+00
7.054656164e+06,3.021500000e-03,1.721468856e+00,2.952428633e+00,1.996757893e+00,4.294035304e+00
7.288029396e+06,1.955850000e-02,1.728211063e+00,3.089787791e+00,3.558761251e-01,5.942729166e+00
7.187479977e+06,3.820400000e-03,1.720198256e+00,8.852240153e-01,2.355149038e+00,5.008955327e+00
7.174608691e+06,1.057690000e-02,1.729113398e+00,4.012286803e+00,3.356337965e-01,5.956496323e+00
7.122830341e+06,1.423840000e-02,1.724390537e+00,5.522642378e+00,5.114804310e+00,3.300922016e+00
7.158255536e+06,2.692100000e-03,1.725383629e+00,2.750867539e+00,4.634070821e+00,1.645812323e+00
7.198155467e+06,5.303780000e-03,1.732172960e+00,5.615336814e+00,4.854134150e+00,1.420605509e+00
7.184585861e+06,1.486730000e-02,1.724971732e+00,3.067505172e+00,5.062152962e-01,6.280026261e+00
7.191485822e+06,5.420180000e-03,1.720510670e+00,8.315394328e-01,8.998010052e-01,5.393901656e+00
7.257618849e+06,4.283800000e-03,1.722718512e+00,1.303364761e+00,6.260784006e+00,2.423564199e-02
7.224300972e+06,3.729000000e-03,1.723427115e+00,1.797823520e+00,4.722072067e+00,3.754602901e+00
7.246537281e+06,2.765210000e-02,1.732644199e+00,5.173197791e+00,5.176894398e+00,2.144047974e+00
7.549560352e+06,4.502840000e-02,1.726134121e+00,3.737022200e+00,2.171472333e+00,4.189463902e+00
7.149164947e+06,2.435140000e-02,1.716910056e+00,1.774460543e+00,9.334544438e-01,5.390477320e+00
7.177292513e+06,6.541160000e-03,1.727118487e+00,5.389810604e+00,2.624099040e+00,3.667662815e+00
7.174696859e+06,8.814610000e-03,1.711030042e+00,4.342976082e+00,6.205224940e+00,7.863580945e-02
7.083940324e+06,2.869736000e-02,1.714506737e+00,5.683559989e+00,4.901680410e+00,1.327445069e+00
7.193518130e+06,3.407477000e-02,1.733073550e+00,3.747769937e+00,2.146695639e+00,4.196553429e+00
7.050508546e+06,1.751215000e-02,1.728951082e+00,3.657192585e+00,2.172252495e+00,4.142151517e+00
7.038727107e+06,7.612700000e-03,1.727628123e+00,3.648001681e+00,2.742627840e-01,6.015100989e+00
7.192538764e+06,4.473770000e-03,1.723046633e+00,1.963144597e+00,6.278724246e+00,6.464699549e-03
7.221958098e+06,3.265600000e-03,1.724730876e+00,1.916148117e+00,1.152568314e+00,5.138622818e+00
7.225092100e+06,1.424911000e-02,1.714532917e+00,2.146426858e+00,5.007888931e+00,1.250156654e+00
7.191330673e+06,5.216380000e-03,1.729289676e+00,1.835552302e+00,8.561346127e-01,5.436955438e+00
7.134712242e+06,1.914700000e-02,1.715930926e+00,9.844110767e-01,9.646103163e-01,5.351833985e+00
7.110646612e+06,8.793800000e-03,1.721215783e+00,3.166591004e+00,2.904482693e+00,3.384966600e+00
7.166812443e+06,2.928530000e-03,1.727809637e+00,2.031495181e+00,4.256545632e+00,2.550336190e+00
7.091588208e+06,3.827110000e-03,1.726284219e+00,3.401676383e+00,3.005472680e+00,3.280850729e+00
7.119076460e+06,1.542961000e-02,1.729832474e+00,2.096960736e-01,6.510078110e-03,6.278905760e+00
7.140436978e+06,2.123230000e-02,1.724158408e+00,5.522651104e+00,8.276613112e-01,1.800411843e+00
7.055546078e+06,5.472970000e-03,1.725682081e+00,3.225385911e-01,5.839112459e+00,9.517507304e-01
7.199282399e+06,1.218272000e-02,1.720550813e+00,1.487886206e+00,2.128746673e+00,4.177283249e+00
7.261974669e+06,5.634600000e-03,1.723030925e+00,9.152314611e-01,5.956873314e+00,3.014077153e+00
7.127926980e+06,5.706100000e-03,1.732488865e+00,3.767696361e+00,1.293741016e+00,5.002474919e+00
7.052403872e+06,1.120212000e-02,1.727156884e+00,3.790729472e+00,3.859378507e+00,2.411099058e+00
7.134462121e+06,5.015400000e-03,1.757843263e+00,5.332862256e+00,3.342562081e+00,2.940689549e+00
7.141799388e+06,2.674500000e-03,1.726861923e+00,2.107621207e+00,2.525702612e+00,4.848472302e+00
7.294632725e+06,1.841392000e-02,1.785747587e+00,5.334323097e+00,2.468591949e+00,3.839843037e+00
7.257608539e+06,1.300640000e-02,1.781108502e+00,5.614490330e+00,5.386663776e+00,8.783194928e-01
7.284954841e+06,1.753231000e-02,1.791039425e+00,4.211168816e+00,3.447517456e+00,5.534716565e+00
7.181223783e+06,1.411050000e-02,1.790144071e+00,2.261875152e+00,7.640842026e-01,5.540484879e+00
6.984430010e+06,1.426980000e-02,1.717084589e+00,3.152375298e+00,2.874702140e+00,3.418250029e+00
7.215813845e+06,9.593900000e-03,1.731504499e+00,1.472619811e+00,2.310232990e+00,3.343474888e-01
7.400591357e+06,3.433238000e-02,1.717875223e+00,4.079373769e+00,4.941803784e+00,1.276896843e+00
6.886529297e+06,2.019060000e-03,1.727224952e+00,5.870517914e+00,1.707017530e+00,5.523642451e+00
7.146052663e+06,1.643040000e-02,1.730300222e+00,2.011247617e+00,1.871253012e+00,4.445515920e+00
7.199461915e+06,1.578351000e-02,1.735707252e+00,3.391597106e+00,2.707330301e+00,3.591372728e+00
6.958726945e+06,7.586570000e-03,1.729085473e+00,4.577204503e+00,1.080109225e+00,5.218536209e+00
7.142522438e+06,2.204360000e-03,1.725804254e+00,2.305428098e+00,3.880634872e+00,2.401651591e+00
7.142790110e+06,1.766550000e-03,1.724586014e+00,2.710773836e+00,2.364722169e+00,3.536857369e-01
7.332599434e+06,1.935469000e-02,1.703930042e+00,4.234528303e+00,3.726789334e+00,2.536823850e+00
7.085615423e+06,1.492703000e-02,1.724352140e+00,2.594657081e+00,2.719488265e+00,6.206181381e+00
7.149663468e+06,4.928000000e-03,1.719575174e+00,1.729198919e+00,5.595452278e+00,6.835529656e-01
7.316533704e+06,1.693176000e-02,1.784986623e+00,5.148675915e+00,8.436502725e-01,5.466589383e+00
7.218917160e+06,1.095421000e-02,1.782611230e+00,2.259410747e+00,3.610491065e+00,2.664775683e+00
6.913661016e+06,1.555330000e-02,1.712068512e+00,3.970658955e+00,2.121318551e+00,4.190708322e+00
7.004762324e+06,5.200700000e-03,1.733916544e+00,5.912246991e+00,1.729694593e+00,4.565877316e+00
7.290194623e+06,9.031500000e-03,1.734085841e+00,1.865638288e+00,5.613888191e+00,6.601550816e-01
7.323628882e+06,1.604350000e-02,1.723551034e+00,6.258061293e+00,5.481089579e+00,3.454416742e+00
7.157887780e+06,1.201580000e-02,1.719058556e+00,2.441167590e+00,7.542318189e-01,5.547344023e+00
7.042638810e+06,1.521424000e-02,1.722055286e+00,5.409403670e+00,5.726735944e+00,1.496532567e+00
7.222916694e+06,3.419120000e-03,1.722428787e+00,1.258056014e+00,5.967315619e-01,5.692328524e+00
7.215383241e+06,4.436280000e-03,1.794102478e+00,4.689134213e+00,6.038968366e+00,2.440895319e-01
7.396888140e+06,2.934299000e-02,1.733110202e+00,1.603084918e-02,5.492954327e+00,1.806778804e+00
7.109236238e+06,2.046200000e-03,1.731368363e+00,9.231412933e-01,3.460027976e+00,3.348733565e+00
7.279443542e+06,1.476120000e-02,1.784002258e+00,5.709724220e+00,4.865023259e+00,1.391036140e+00
7.273311122e+06,2.104636000e-02,1.713190759e+00,4.543118223e+00,2.057373178e+00,4.265359544e+00
7.178532510e+06,1.008500000e-02,1.719313374e+00,9.983632387e-01,5.822386969e+00,4.539269772e-01
7.183185797e+06,5.576250000e-03,1.725292872e+00,2.417771452e+00,3.157405337e-01,2.349537804e+00
7.017552163e+06,1.901153000e-02,1.725053762e+00,5.777896781e+00,3.186081096e-01,5.978382752e+00
7.236043791e+06,1.238950000e-02,1.723660989e+00,7.839966640e-01,5.675157974e+00,5.959950330e-01
7.324182541e+06,1.854382000e-02,1.718196363e+00,1.655964904e+00,6.093426130e+00,1.848286225e-01
6.978276139e+06,2.493460000e-03,1.721894716e+00,3.705923923e+00,4.818796469e+00,1.461550933e+00
7.191339425e+06,5.006200000e-03,1.729300148e+00,4.687432517e+00,4.426797264e+00,1.848829022e+00
7.096143905e+06,1.049675000e-02,1.727144667e+00,4.349603097e+00,2.273399561e+00,4.027993021e+00
7.162980011e+06,1.243157000e-02,1.734396510e+00,4.393398644e+00,3.849208474e+00,2.419789052e+00
7.089933047e+06,2.557881000e-02,1.724336432e+00,2.763032484e+00,3.618242072e+00,2.643220867e+00
6.855276138e+06,6.630120000e-03,1.742458185e+00,2.962912826e+00,1.762618484e+00,4.535751188e+00
7.238576338e+06,1.694500000e-03,1.723081540e+00,1.419617652e+00,4.566549268e-01,5.830061181e+00
7.028362051e+06,2.772868000e-02,1.712850420e+00,2.269989188e+00,3.861616019e+00,2.386594635e+00
7.263805392e+06,7.386580000e-03,1.727027729e+00,1.954142189e+00,5.259574135e+00,1.013055420e+00
7.180069278e+06,5.820880000e-03,1.725713497e+00,2.405342962e+00,1.014083419e+00,5.281013760e+00
7.205496507e+06,8.600500000e-03,1.731022788e+00,1.016589712e+00,4.126782147e+00,2.144081136e+00
7.021223216e+06,1.693943000e-02,1.714875002e+00,2.521910012e+00,6.276198754e+00,8.812167393e-03
6.944111806e+06,2.329040000e-03,1.728394322e+00,5.751489949e+00,1.008299398e+00,6.217079216e+00
7.094544146e+06,1.844795000e-02,1.733014209e+00,4.461115673e+00,4.604744053e+00,1.643792977e+00
7.257977222e+06,1.283138000e-02,1.720055139e+00,5.479733458e+00,4.337624902e+00,4.657051571e+00
7.029578510e+06,9.588200000e-03,1.728713718e+00,5.922293106e+00,4.525914512e+00,1.740510398e+00
7.363739184e+06,3.177476000e-02,1.741672787e+00,7.087118867e-01,6.223872038e+00,1.130746462e+00
7.099254438e+06,1.474230000e-02,1.707897176e+00,1.053964193e+00,3.242141072e-01,5.970314095e+00
7.722118063e+06,6.897320000e-02,1.731017552e+00,4.322452755e+00,3.749784047e+00,2.453199890e+00
7.142505129e+06,3.409700000e-03,1.725495330e+00,3.029512845e+00,2.308335817e+00,4.495294456e+00
7.132862093e+06,1.159400000e-03,1.733145108e+00,1.973473456e+00,4.067638175e+00,2.215765299e+00
7.229471903e+06,4.100110000e-03,1.720289013e+00,1.498284878e+00,9.677868156e-01,5.324180988e+00
7.172536244e+06,1.032940000e-02,1.719170257e+00,7.455959298e-01,3.029118401e+00,3.258496552e+00
7.126888126e+06,5.886500000e-03,1.720484490e+00,2.845412025e+00,1.183581070e+00,5.112558071e+00
7.223050058e+06,1.271620000e-03,1.722322322e+00,1.023583246e+00,7.177823628e-01,5.569120496e+00
7.041066328e+06,1.479371000e-02,1.708834417e+00,1.576463411e+00,2.516492510e+00,4.315881590e+00
7.323017147e+06,3.054899000e-02,1.734021264e+00,2.157352619e+00,4.774992195e+00,1.449323156e+00
7.206007381e+06,1.265240000e-02,1.723257818e+00,1.926522354e+00,4.167097508e+00,2.096417939e+00
7.164274214e+06,1.737579000e-02,1.729048821e+00,6.031356985e+00,3.956495608e+00,2.303274362e+00
7.136165448e+06,7.651200000e-03,1.726404647e+00,4.916517454e+00,2.006660892e+00,4.292511632e+00
7.163187542e+06,3.968610000e-03,1.730425886e+00,6.108402800e+00,2.092754493e-01,2.455756797e+00
7.211032911e+06,3.139737000e-02,1.733166052e+00,2.992417617e+00,3.589747827e+00,2.667772414e+00
7.003417863e+06,2.008800000e-03,1.720688694e+00,3.250516907e+00,5.705524958e+00,5.775765734e-01
7.294349455e+06,3.569708000e-02,1.727359342e+00,1.992977510e+00,3.133136533e+00,3.152801158e+00
7.207711686e+06,1.579645000e-02,1.721304795e+00,1.557816313e+00,5.740302389e+00,1.049178500e+00
7.127262981e+06,5.071270000e-03,1.728711972e+00,4.696017792e-01,1.858566214e-01,6.101255677e+00
7.244335640e+06,2.160416000e-02,1.723744765e+00,1.351361316e+00,4.268600621e+00,1.977360304e+00
7.121047173e+06,3.073780000e-02,1.711515243e+00,1.120222127e+00,4.012784222e+00,2.224802613e+00
7.168283900e+06,5.113550000e-03,1.732249755e+00,2.799476704e+00,6.155800706e+00,1.281368377e-01
7.256390347e+06,4.697180000e-02,1.721423477e+00,4.886201085e+00,1.015207411e+00,5.348282240e+00
7.448494789e+06,5.456773000e-02,1.719453001e+00,2.736173612e+00,4.259170607e+00,2.427512134e+00
7.253564258e+06,7.556880000e-03,1.724743093e+00,8.693240658e-01,1.787782641e+00,4.512222404e+00
7.254663415e+06,4.024410000e-03,1.724627902e+00,1.513516366e+00,3.938187104e+00,2.858838843e+00
7.009201858e+06,2.561520000e-03,1.728446682e+00,2.457650480e+00,2.079264843e+00,4.746899376e+00
7.230324177e+06,1.342500000e-02,1.718693782e+00,5.807076941e+00,4.664479692e+00,1.593921939e+00
7.022400189e+06,3.702200000e-03,1.727087071e+00,9.478673728e-01,5.696444010e+00,5.847463859e-01
7.130426664e+06,2.125360000e-02,1.733141618e+00,6.023644375e+00,5.798158308e+00,4.675038934e-01
7.039272326e+06,1.491450000e-02,1.733001991e+00,3.875535020e+00,3.311880938e+00,2.968335564e+00
7.222280042e+06,1.956180000e-02,1.736593879e+00,3.967112446e+00,1.604749962e+00,4.719598936e+00
7.148280045e+06,8.008000000e-03,1.726320871e+00,3.890797924e+00,2.491190472e+00,5.951078821e+00
7.240931726e+06,1.025929000e-02,1.720994126e+00,1.082893025e+00,3.683948483e+00,5.288646085e+00
7.467046947e+06,4.655580000e-02,1.789868309e+00,3.819321455e+00,5.047076808e+00,4.025577485e+00
7.228506320e+06,1.376610000e-02,1.715311334e+00,3.850959039e+00,5.251812656e+00,1.009903356e+00
7.257846764e+06,4.430736000e-02,1.716908310e+00,4.181110756e-01,6.215915082e+00,6.342351969e-02
7.095551582e+06,1.035660000e-02,1.729287931e+00,3.270527107e+00,5.747866646e+00,5.268782493e-01
7.068226083e+06,3.942250000e-03,1.731450394e+00,4.396962606e+00,4.971832174e+00,1.305823930e+00
7.116117882e+06,2.119502000e-02,1.715080951e+00,9.326620644e-01,5.946261712e+00,3.251408770e-01
7.103146373e+06,1.365950000e-02,1.735157473e+00,2.570342899e+00,2.078847709e+00,4.230421543e+00
7.390077052e+06,2.288200000e-02,1.737682965e+00,1.850780300e+00,6.242082803e-01,5.687301975e+00
7.236484518e+06,5.888200000e-03,1.723982130e+00,7.633581456e-01,3.057062867e+00,3.229182002e+00
7.291464408e+06,1.184289000e-02,1.727591471e+00,2.978571920e+00,5.551152331e+00,1.164235840e+00
7.048801008e+06,5.948900000e-03,1.726530311e+00,1.079634495e+00,3.677527416e+00,2.601671559e+00
7.168779934e+06,8.815500000e-03,1.718800247e+00,7.253501105e-01,2.217885874e+00,4.081501325e+00
6.960144765e+06,1.426170000e-02,1.727245896e+00,4.188502225e+00,2.437043377e+00,3.866925311e+00
7.121234253e+06,2.097600000e-02,1.713145381e+00,5.260891859e+00,2.654150119e+00,3.651096150e+00
7.046048075e+06,3.203370000e-03,1.736668928e+00,2.738177250e+00,6.235494185e+00,4.947135765e-02
7.197197498e+06,1.663770000e-02,1.720800395e+00,9.946369608e-01,2.223565175e+00,4.088339525e+00
7.205383457e+06,1.237710000e-02,1.721468856e+00,8.241584354e-01,6.018680659e+00,7.792371511e-01
7.311116459e+06,1.680580000e-02,1.725118339e+00,3.912192170e+00,5.770381393e+00,3.192969911e+00
7.328460934e+06,1.847322000e-02,1.730596928e+00,2.830489460e+00,2.170618867e+00,5.160954306e+00
7.260647635e+06,1.606990000e-02,1.716787883e+00,4.770808641e+00,4.071732717e+00,2.187566014e+00
7.235166303e+06,1.112380000e-02,1.721212292e+00,3.751009269e-01,4.746189027e+00,1.516813293e+00
6.995307820e+06,9.162090000e-03,1.712033606e+00,2.213225845e+00,2.971787825e+00,3.316659650e+00
7.257333350e+06,3.075905000e-02,1.717742578e+00,3.459537538e+00,3.057069849e+00,3.559323247e+00
7.506759830e+06,6.337395000e-02,1.732967085e+00,6.159010367e+00,3.095175622e+00,3.196336651e+00
7.203265813e+06,1.030450000e-02,1.750699630e+00,1.046429606e+00,2.646046555e+00,3.649076804e+00
6.802017719e+06,5.531940000e-03,1.720233163e+00,1.518637162e+00,4.934361700e+00,1.340213898e+00
7.260904810e+06,7.070500000e-03,1.725252730e+00,1.033467046e+00,5.289825927e+00,9.835715733e-01
7.405889937e+06,3.112030000e-02,1.678746686e+00,1.023993399e+00,1.694264409e+00,4.652876744e+00
7.522481562e+06,4.917372000e-02,1.786297366e+00,4.618631638e+00,8.806215821e-01,5.478504746e+00
6.933490927e+06,1.009562000e-02,1.727827090e+00,2.350036969e+00,1.064872501e+00,5.238028046e+00
6.982823516e+06,8.392300000e-03,1.735639184e+00,6.186628457e+00,3.079406572e-01,5.982393519e+00
7.126117709e+06,2.081382000e-02,1.740117699e+00,5.369830075e+00,3.251745619e+00,3.028922924e+00
7.308453460e+06,1.268430000e-02,1.745906956e+00,3.728545136e+00,6.206914419e+00,7.633721082e-02
7.043515206e+06,1.211649000e-02,1.728394322e+00,5.987893051e+00,3.588487699e+00,2.686269413e+00
7.075632602e+06,2.703290000e-03,1.737094789e+00,2.055706389e+00,2.795687594e+00,3.491428194e+00
7.153690714e+06,2.064570000e-03,1.730616126e+00,6.058762145e+00,2.596439062e-01,6.026658559e+00
7.236928603e+06,7.319120000e-03,1.722968094e+00,1.189134707e+00,6.796469187e-01,5.614725949e+00
7.391084832e+06,2.242140000e-02,1.734860767e+00,1.222535073e+00,4.170987846e-02,6.245250576e+00
7.131056202e+06,1.984480000e-02,1.732991520e+00,3.804727012e+00,2.108872609e+00,4.210755173e+00
7.058194177e+06,1.755001000e-02,1.729284440e+00,4.320370577e-01,1.826302057e+00,4.753903382e+00
7.356710630e+06,2.242300000e-02,1.729450246e+00,1.291901439e+00,1.195232888e+00,5.131398901e+00
7.041181783e+06,1.433438000e-02,1.722730729e+00,4.902233679e+00,2.935294736e-01,5.999925351e+00
7.328874200e+06,1.783980000e-02,1.781623374e+00,2.260606298e+00,1.315140498e-01,6.158238931e+00
7.292122094e+06,1.316909000e-02,1.721097101e+00,2.355932691e-01,6.205994630e+00,7.717147821e-02
7.191868785e+06,1.789450000e-02,1.719446019e+00,6.450614742e-01,5.197967504e+00,3.766685816e+00
7.067641194e+06,1.277820000e-02,1.732768117e+00,9.438408982e-01,3.172441348e+00,3.112075645e+00
7.157972356e+06,1.936780000e-02,1.730677213e+00,6.859667559e-01,4.261924736e+00,1.988256395e+00
7.185110363e+06,5.046680000e-03,1.722509072e+00,3.312957806e+00,4.731636471e+00,2.536507946e+00
7.109565569e+06,2.253770000e-02,1.704546143e+00,9.711605370e-01,6.162795986e+00,1.170871582e-01
7.298901415e+06,1.918460000e-02,1.732986284e+00,5.941516162e+00,2.004056860e+00,4.316209712e+00
